FeatureID,FeatureName,Cluster 1 Average,Cluster 1 Log2 Fold Change,Cluster 1 P-Value,Cluster 2 Average,Cluster 2 Log2 Fold Change,Cluster 2 P-Value,Cluster 3 Average,Cluster 3 Log2 Fold Change,Cluster 3 P-Value,Cluster 4 Average,Cluster 4 Log2 Fold Change,Cluster 4 P-Value,Cluster 5 Average,Cluster 5 Log2 Fold Change,Cluster 5 P-Value,Cluster 6 Average,Cluster 6 Log2 Fold Change,Cluster 6 P-Value,Cluster 7 Average,Cluster 7 Log2 Fold Change,Cluster 7 P-Value,Cluster 8 Average,Cluster 8 Log2 Fold Change,Cluster 8 P-Value,Cluster 9 Average,Cluster 9 Log2 Fold Change,Cluster 9 P-Value
ENSG00000172590,MRPL52,2.165802215,0.085656668,0.88923302,1.977838839,-0.092621421,0.961340708,1.825650451,-0.21286629,0.71718255,2.175038397,0.065567086,1,1.8285439,-0.201379512,1,2.147397105,0.049237132,1,2.519939531,0.303296091,0.793120485,1.759368166,-0.251519008,1,2.892889146,0.490613512,1
ENSG00000145050,MANF,1.326097863,0.08674566,0.889437021,1.495071764,0.319050982,0.374766571,0.927477316,-0.512438796,0.235808213,0.950259494,-0.432739638,1,1.286105039,0.01828415,1,1.036338391,-0.311186864,1,1.321401127,0.060299127,1,1.308131253,0.042132991,1,1.063469095,-0.264901015,1
ENSG00000170315,UBB,5.66243112,0.084638188,0.889586888,5.136831935,-0.106112787,0.924117271,6.647653367,0.340223922,0.361152978,6.678212555,0.304672589,1,4.52761468,-0.287886599,1,4.9282926,-0.152117869,1,3.843848061,-0.536064733,0.564720343,5.009185529,-0.126670328,1,7.051812928,0.382832291,1
ENSG00000178741,COX5A,1.84829534,0.084302174,0.895423415,2.002413189,0.236609296,0.585872618,1.55458678,-0.217390152,0.709326693,1.367317827,-0.389518437,1,1.528890174,-0.234104019,1,1.637349684,-0.123745985,1,1.895596304,0.103032908,1,1.795831755,0.016278122,1,1.304015676,-0.457462028,1
ENSG00000228474,OST4,4.516028637,0.083077344,0.895545236,3.861343882,-0.217646106,0.660835328,4.354601236,0.006154973,1,4.128349579,-0.078590572,1,3.867064132,-0.181942058,1,5.480573247,0.359142593,1,4.937075559,0.201905603,0.948024417,4.41209426,0.021752887,1,4.076631531,-0.097987024,1
ENSG00000008952,SEC62,0.959951637,0.085697662,0.89626424,0.718205206,-0.456788989,0.172506749,0.918686061,-0.003097747,1,1.193103587,0.389386456,1,0.835530825,-0.152009936,1,1.374204199,0.622699372,1,0.897650102,-0.038857243,1,1.098465616,0.26685863,1,1.019157883,0.151608469,1
ENSG00000260032,NORAD,2.608285201,0.08351771,0.896341896,2.837148379,0.243844024,0.564688307,1.730411864,-0.599803017,0.114364381,1.69990865,-0.578852925,1,2.456285645,-0.031645649,1,2.491760332,-0.009684566,1,3.259623274,0.415596878,0.605975851,2.297206102,-0.132722481,1,1.69015624,-0.584926875,1
ENSG00000169813,HNRNPF,2.092167642,0.081703479,0.90309054,2.382919259,0.334742393,0.329731232,1.32894459,-0.669800747,0.070994689,1.07168154,-0.93295839,1,1.94884284,-0.050023942,1,1.825774846,-0.148831662,1,2.387047198,0.269157253,0.849731577,2.361017383,0.240015133,1,1.417958793,-0.51909746,1
ENSG00000090060,PAPOLA,1.41256782,0.08205441,0.90491221,1.420555992,0.088174647,0.943802258,1.085719891,-0.364928212,0.460405062,0.886908861,-0.631211574,1,1.382344192,0.028795151,1,1.484660328,0.137166165,1,1.65237826,0.309616127,0.728809095,1.330920996,-0.03052758,1,1.025488056,-0.415110773,1
ENSG00000143761,ARF1,6.196112888,0.079845767,0.905566035,6.973566439,0.308735044,0.386084943,3.456428101,-0.876079165,0.011824249,3.991089875,-0.601270203,1,7.296677571,0.322147607,0.868619975,5.656003571,-0.08299771,1,5.772040598,-0.051958843,1,6.928081896,0.223023483,1,4.583045386,-0.395603568,1
ENSG00000257337,AC068888.1,1.15856232,0.082267009,0.905566035,1.388847153,0.440389138,0.14683639,0.530405669,-1.177863386,0.000960168,0.53848038,-1.068754342,1,1.091439481,-0.030791192,1,1.072074198,-0.057329196,1,1.434234241,0.400489228,0.579107136,1.271667664,0.200433121,1,0.791271648,-0.502554886,1
ENSG00000099977,DDT,3.186553041,0.078378698,0.911975476,3.206556354,0.085823031,0.9461803,2.345799656,-0.437991297,0.295010531,2.444278587,-0.342272925,1,3.390242876,0.15802742,1,2.693180333,-0.200801155,1,3.598122614,0.249718126,0.879882848,2.739327118,-0.173236849,1,3.563887503,0.218251237,1
ENSG00000204427,ABHD16A,0.755261035,0.080473657,0.915802491,0.695216297,-0.082106193,1,0.695974289,-0.069455983,1,0.791882912,0.131975072,1,0.621179985,-0.243513345,1,0.614006131,-0.253182198,1,0.915201919,0.365969736,0.651916597,0.542395885,-0.431567901,1,1.050808749,0.553231105,1
ENSG00000143933,CALM2,3.895201364,0.076602744,0.917386872,3.822500554,0.035700407,1,3.178038385,-0.273511082,0.585410569,2.697681119,-0.495417218,1,3.611155476,-0.062015759,1,4.291545501,0.204191469,1,4.498280119,0.283893041,0.815685914,4.038342474,0.106763882,1,2.627021872,-0.532796516,1
ENSG00000125611,CHCHD5,1.593614294,0.077429625,0.918419789,1.324636753,-0.274365839,0.535526942,1.375831279,-0.180066079,0.797018599,1.78965538,0.228258377,1,1.338599123,-0.215119607,1,1.799785168,0.244430374,1,2.023473833,0.436852371,0.526709505,1.244319972,-0.315262521,1,2.240881308,0.562923659,1
ENSG00000069011,PITX1,0.817411316,0.077886909,0.920355393,0.962363267,0.398685081,0.224982071,0.49817107,-0.735935128,0.064186518,0.754928376,-0.059558013,1,0.833343571,0.091732645,1,0.73420839,-0.104360785,1,0.411214013,-0.987693882,0.180509744,0.815872802,0.056062792,1,1.259704464,0.704683246,1
ENSG00000146425,DYNLT1,1.234223533,0.077395497,0.920355393,1.29768424,0.170684127,0.757912171,0.947990242,-0.36948697,0.458394033,0.834116667,-0.525203839,1,1.189865887,0.001770879,1,1.091566456,-0.130146813,1,1.31387892,0.157097878,0.968540448,1.536028684,0.387087779,1,0.727969916,-0.720943825,1
ENSG00000241468,ATP5MF,3.525677406,0.074476646,0.920355393,3.927139723,0.282574344,0.45489628,2.725288795,-0.362574337,0.407349331,2.797986288,-0.294885155,1,3.328999779,-0.034678842,1,2.910843882,-0.239419726,1,3.211982627,-0.090344094,1,3.673706584,0.112962226,1,2.854908107,-0.264447472,1
ENSG00000111540,RAB5B,1.30515592,0.07610563,0.920355393,1.422934155,0.241265422,0.576204713,0.728208888,-0.876773684,0.018034786,0.823558228,-0.627512065,1,1.454523557,0.231543646,0.982164741,1.299483876,0.049724364,1,1.469337876,0.244346417,0.830000004,1.330920996,0.084339944,1,1.000167363,-0.339274212,1
ENSG00000183010,PYCR1,1.396354703,0.076037555,0.920355393,1.342869336,-0.003413969,1,0.989016095,-0.50070759,0.251095649,1.219499684,-0.147880412,1,1.679810664,0.354711525,0.753606285,1.05258194,-0.373760853,1,1.381578788,0.040930054,1,1.31724715,-0.033054704,1,2.120608017,0.678531598,1
ENSG00000127922,SEM1,2.071225699,0.074162613,0.921232754,2.372613886,0.338925419,0.32015865,1.605869096,-0.357553597,0.420594072,1.150869832,-0.819046495,1,1.970715375,-0.022315387,1,1.803033878,-0.158168946,1,1.775240983,-0.184571366,1,2.675515838,0.440020735,1,1.076129441,-0.913317288,1
ENSG00000242485,MRPL20,1.323395677,0.075028459,0.921512083,1.359516476,0.122939285,0.874446528,1.075463428,-0.280286288,0.629674391,1.045285443,-0.297318735,1,1.257670744,-0.022837345,1,1.221514844,-0.067035748,1,1.3941158,0.138636279,0.996169846,1.353710739,0.088156207,1,1.044478576,-0.296829777,1
ENSG00000136003,ISCU,0.887668157,0.075321954,0.924021176,0.806989955,-0.110264512,0.920122435,1.194145359,0.570607952,0.070591274,0.760207595,-0.174152279,1,0.570873155,-0.627247752,0.550567426,0.828420971,-0.0483839,1,0.812398416,-0.079880087,1,0.779409213,-0.138277011,1,0.683658704,-0.328478316,1
ENSG00000198408,OGA,1.234223533,0.073708738,0.926138228,1.390432595,0.304695218,0.413709922,0.917220852,-0.425416864,0.351425229,0.765486815,-0.654052323,1,1.224861942,0.044808273,1,0.961618068,-0.32508451,1,1.519485926,0.384878613,0.605975851,1.016422541,-0.237256822,1,0.626687145,-0.941534367,1
ENSG00000119632,IFI27L2,0.774851884,0.075158028,0.926175258,0.382884232,-1.173670319,1.29E-05,1.40367025,1.117396313,4.36E-05,1.282850317,0.818698741,0.859950006,0.481195763,-0.680023787,0.493600467,0.805680003,0.117615034,1,0.574195177,-0.404430247,0.826834622,0.355519992,-1.092408853,1,1.544562257,1.094518716,1
ENSG00000182899,RPL35A,17.13456251,0.070546893,0.928264991,16.30468507,-0.028864556,1,16.08213431,-0.04898441,1,12.96048365,-0.371087136,1,15.26702921,-0.12965028,1,18.23175878,0.145077514,1,18.90581499,0.206450069,0.939871227,17.96743344,0.118388185,1,11.78678247,-0.510540513,1
ENSG00000167283,ATP5MG,3.193984053,0.071237562,0.928458583,3.200214586,0.070751672,0.982007346,3.180968803,0.050544664,1,2.412603271,-0.370236318,1,2.771250145,-0.170078251,1,3.164243238,0.036604475,1,2.918616532,-0.087998835,1,3.208795826,0.05566708,1,2.494088235,-0.320086472,1
ENSG00000106803,SEC61B,2.862966247,0.070619941,0.930938153,3.200214586,0.28588404,0.448681458,2.183161454,-0.387368436,0.36471191,1.868843671,-0.586177022,1,3.016222533,0.136392608,1,2.459273236,-0.181701076,1,2.605191217,-0.094870458,1,2.889739423,0.062480482,1,2.057306285,-0.442611427,1
ENSG00000101558,VAPA,1.651711297,0.071234447,0.931135234,1.825636411,0.263930126,0.514461842,0.946525033,-0.839238798,0.024553097,1.07696076,-0.584601576,1,1.780424323,0.174012734,1,1.5756242,-0.020150016,1,1.95075916,0.316267711,0.710811241,1.732020474,0.121948045,1,1.050808749,-0.617679191,1
ENSG00000167460,TPM4,2.567076862,0.069991059,0.931325684,2.417798982,-0.048755933,1,2.442503452,-0.026346178,1,2.043057912,-0.29296192,1,2.482532687,-7.03E-05,1,2.615211301,0.078891779,1,2.838379651,0.210168883,0.939871227,2.33822764,-0.092151435,1,1.86740109,-0.424568006,1
ENSG00000125505,MBOAT7,0.916041112,0.07167711,0.932573094,0.89973831,0.033001713,1,0.776560786,-0.213636157,0.779157027,0.791882912,-0.163213175,1,1.030196384,0.24333557,0.960221325,0.73095968,-0.289041277,1,0.789831793,-0.175117557,1,0.806756905,-0.136662749,1,1.266034637,0.535403756,1
ENSG00000117691,NENF,3.143993609,0.067074104,0.940143288,3.114600721,0.04496055,1,2.873274907,-0.095418463,0.987867638,3.241440718,0.090378812,1,2.895923592,-0.079364695,1,2.823128721,-0.116913801,1,2.95622757,-0.046643095,1,2.543335328,-0.272350083,1,3.741132352,0.302708274,1
ENSG00000111229,ARPC3,3.148722435,0.067149941,0.940254116,3.385711295,0.205048597,0.652567327,2.753127766,-0.16801064,0.825475676,1.858285233,-0.737575619,1,3.081840137,0.016582242,1,2.992061625,-0.03033488,1,2.933660947,-0.06086903,1,3.500504537,0.205736954,1,1.715476933,-0.851710102,1
ENSG00000108256,NUFIP2,0.936983055,0.069123355,0.940892215,1.057489784,0.30386332,0.421586333,0.594874866,-0.678746823,0.087263587,0.675740085,-0.432939709,1,0.907710189,0.00372117,1,0.756949358,-0.27240808,1,1.038064643,0.214335624,0.888178871,1.039212284,0.207516894,1,0.784941475,-0.2101332,1
ENSG00000198668,CALM1,2.952813938,0.06535822,0.946980664,2.693665882,-0.113222723,0.910719296,2.972909121,0.063947518,1,2.095850106,-0.466388955,1,2.59189536,-0.156317894,1,3.843223564,0.455405483,1,2.818320431,-0.024549543,1,3.281723004,0.20406641,1,2.095287324,-0.46507855,1
ENSG00000137309,HMGA1,1.743585626,0.066087885,0.947242809,1.691666566,0.004144481,1,1.466674239,-0.231616022,0.681558504,1.573207384,-0.107742068,1,1.668874396,-0.018906151,1,1.474914199,-0.207334919,1,1.700018908,0.009992216,1,1.804947652,0.098537528,1,2.500418408,0.583882948,1
ENSG00000082515,MRPL22,1.067363537,0.066617005,0.94836011,1.306404171,0.467812785,0.113358305,0.575827149,-0.935837837,0.011024715,0.601831013,-0.797186291,1,1.170180606,0.19820296,1,0.84141581,-0.311952262,1,1.010483215,-0.034460008,1,1.276225612,0.318808613,1,0.71530957,-0.540543646,1
ENSG00000213465,ARL2,0.692435206,0.067798778,0.948901249,0.465327214,-0.660510978,0.030624424,1.018320276,0.72337367,0.016066621,1.124473735,0.784188707,0.894907939,0.544626114,-0.322099489,1,0.597762583,-0.171097421,1,0.519032321,-0.391801418,0.846067515,0.391983581,-0.789426144,1,1.310345849,1.010012533,1
ENSG00000160007,ARHGAP35,0.929552043,0.066460109,0.950258228,1.097918554,0.393855873,0.225353817,0.520149205,-0.878649418,0.019173094,0.549038819,-0.727696292,1,1.065192439,0.269371477,0.920746865,0.873902907,-0.044005929,1,0.922724127,0.039769357,1,0.916147672,0.027824314,1,0.588706106,-0.621328633,1
ENSG00000137965,IFI44,0.618800633,0.06776445,0.950607705,0.464534493,-0.465929783,0.187781302,1.076928637,1.034249527,0.000170807,0.649343988,0.125811604,1,0.503068298,-0.270311411,1,0.539285809,-0.155946312,1,0.366080768,-0.749768191,0.408385375,0.382867684,-0.65749104,1,0.633017319,0.088194445,1
ENSG00000135390,ATP5MC2,10.26425417,0.063327957,0.950607705,11.2574306,0.240673552,0.566765584,6.369263651,-0.721788181,0.044963581,7.781569412,-0.372558698,1,11.06094079,0.166284124,1,9.850087781,-0.019025797,1,10.45837591,0.075489513,1,11.46324077,0.208694139,1,8.146932889,-0.304028262,1
ENSG00000166340,TPP1,0.849162004,0.065982202,0.95065269,0.715034322,-0.260610927,0.578624742,1.220519122,0.680400769,0.023936588,0.702136182,-0.232483695,1,0.69992111,-0.251615502,1,0.760198068,-0.118473542,1,0.719624523,-0.205791697,1,0.62443896,-0.408280536,1,0.85457338,0.05911231,1
ENSG00000137876,RSL24D1,0.734319092,0.065997321,0.952385193,0.703936228,-0.018648409,1,0.556779431,-0.398109662,0.406025172,0.44873365,-0.674937022,1,0.737104419,0.058231149,1,0.818674842,0.21834227,1,1.012990618,0.562887564,0.360522182,0.815872802,0.209389231,1,0.335499179,-1.089629553,1
ENSG00000185883,ATP6V0C,3.168988831,0.062749967,0.952790991,3.071001067,-0.001288734,1,3.071078126,-0.001833306,1,2.940525212,-0.070384999,1,3.248071401,0.086378575,1,2.790641624,-0.149864804,1,2.820827834,-0.135162178,1,2.844159936,-0.120092727,1,3.329671095,0.113748522,1
ENSG00000185088,RPS27L,2.66705775,0.062876185,0.953203669,2.89501701,0.219664758,0.607732497,2.211000426,-0.258249665,0.617752001,1.641837237,-0.677872954,1,2.539401277,-0.030185216,1,2.533993558,-0.033510007,1,2.723039135,0.079117262,1,3.008246087,0.224798213,1,1.398968274,-0.909279607,1
ENSG00000150667,FSIP1,0.261436512,0.063986033,0.95395618,0.144275218,-0.996148407,0.000891247,0.089377751,-1.619689524,3.88E-05,0.126701266,-0.977628271,1,0.05686859,-2.211068176,8.52E-05,0.454819357,0.922322832,0.613462992,1.078183083,2.546117463,1.09E-17,0.19599179,-0.360183267,1,0.088622425,-1.456266822,1
ENSG00000103876,FAH,0.968733742,0.064102839,0.95472188,1.064624273,0.245558209,0.569835484,0.641761555,-0.615506385,0.13177316,0.855233545,-0.138002966,1,0.774287728,-0.301313823,1,0.886897745,-0.086402953,1,1.198538404,0.385758324,0.610019713,0.875126134,-0.104630533,1,1.044478576,0.158753266,1
ENSG00000116560,SFPQ,1.605774132,0.062628385,0.955791538,1.781244037,0.262715409,0.516349695,1.214658285,-0.406052945,0.38165147,0.997772469,-0.661469223,1,1.498268626,-0.061667765,1,1.354711941,-0.213725568,1,1.837926046,0.259792302,0.807315537,1.818621498,0.232073845,1,0.949525978,-0.730561336,1
ENSG00000110958,PTGES3,3.187228588,0.061482361,0.956463666,3.677432615,0.341016804,0.312510353,1.9633801,-0.734128493,0.04261355,1.932194304,-0.702177994,1,3.328999779,0.115441726,1,2.800387753,-0.154248984,1,3.312278727,0.105698677,1,3.846908632,0.326331178,1,2.063636458,-0.602848844,1
ENSG00000185359,HGS,1.314613572,0.061371228,0.959300198,1.34604022,0.103538961,0.907886288,1.103302399,-0.238766275,0.716500656,1.119194515,-0.196063474,1,1.445774543,0.198749822,1,0.815426132,-0.676973803,1,1.504441511,0.258907281,0.810898999,0.92070562,-0.487340603,1,1.595203643,0.330836407,1
ENSG00000100906,NFKBIA,1.53957057,0.060807183,0.959975755,1.71069187,0.264318649,0.512781643,1.510630509,0.017683597,1,1.018889346,-0.569739324,1,1.270794265,-0.254966509,1,1.133799682,-0.420506311,1,1.534530341,0.040620416,1,1.567934324,0.070465316,1,0.981176844,-0.622012004,1
ENSG00000143569,UBAP2L,1.045746048,0.060803062,0.962280697,1.185910582,0.305336524,0.415627524,0.691578662,-0.620992625,0.126609861,0.649343988,-0.659966239,1,1.141746311,0.187074388,1,0.773192906,-0.412806116,1,1.113286718,0.144803339,0.989289967,1.189624589,0.239119204,1,0.810262168,-0.332003506,1
ENSG00000181218,HIST3H2A,1.253138836,0.060260415,0.963297024,1.382505385,0.249495945,0.562006704,0.613922583,-1.09035513,0.002646679,1.013610127,-0.272453545,1,1.369220671,0.187533087,1,1.15654065,-0.078030035,1,1.389100995,0.20769959,0.894370057,1.34915279,0.154661472,1,1.449609659,0.258905309,1
ENSG00000063245,EPN1,1.180855356,0.059690758,0.963719041,1.139140045,-0.01268114,1,1.170702015,0.034261795,1,1.214220465,0.084510951,1,1.159244338,0.016866243,1,1.000602585,-0.208182174,1,1.040572045,-0.151338513,1,0.925263569,-0.321290221,1,1.525571738,0.423940281,1
ENSG00000182670,TTC3,1.057905886,0.059186731,0.966090554,0.975046802,-0.099346051,0.945732521,0.867403745,-0.278037395,0.637660873,0.834116667,-0.309724663,1,1.017072863,-0.016292267,1,1.393696457,0.471379103,1,1.175971781,0.211658732,0.890298315,1.235204075,0.277287651,1,0.740630263,-0.481907334,1
ENSG00000239264,TXNDC5,1.111274063,0.058873231,0.966637451,0.987730338,-0.167426981,0.782661231,1.100371981,0.031628684,1,1.16142827,0.108603463,1,1.008323849,-0.107721336,1,1.266996779,0.245998934,1,1.085705291,0.00861522,1,1.089349719,0.013089814,1,1.139431173,0.079311857,1
ENSG00000255302,EID1,1.00048443,0.059007801,0.96704241,0.791928257,-0.379178739,0.298296265,0.978759632,0.011746079,1,0.828837448,-0.236232619,1,0.86396512,-0.184846021,1,1.686080329,0.861821639,0.613462992,1.191016196,0.320263372,0.710811241,0.966285107,-0.008501694,1,0.658338011,-0.571915554,1
ENSG00000143436,MRPL9,1.191664101,0.05869292,0.967113326,1.41104334,0.391224499,0.225313968,0.610992165,-1.021072805,0.004821366,0.681019304,-0.784439815,1,1.211738422,0.071823207,1,1.098063875,-0.081437934,1,1.351489958,0.242729648,0.835175354,1.586166118,0.47577891,1,0.626687145,-0.900824114,1
ENSG00000106588,PSMA2,1.745612266,0.057427956,0.968626933,2.219618737,0.538680202,0.048916029,1.173632433,-0.598376287,0.139794113,1.029447785,-0.742559954,1,1.673248903,-0.023289846,1,1.416437425,-0.276894431,1,1.449278656,-0.246050292,1,1.859643035,0.135432148,1,1.139431173,-0.590432393,1
ENSG00000129083,COPB1,0.879561598,0.058839064,0.969490634,0.93223987,0.168723022,0.765097715,0.537731714,-0.745860559,0.056653125,0.62294789,-0.466326401,1,0.918646457,0.115175296,1,0.929130971,0.129074343,1,1.060631265,0.340931223,0.678470956,0.938937415,0.142620129,1,0.677328531,-0.340433408,1
ENSG00000132824,SERINC3,1.166668879,0.057939629,0.969490634,1.319087707,0.296471982,0.432748259,0.745791396,-0.677099944,0.08550672,0.913304958,-0.322007627,1,1.187678633,0.073094676,1,1.023343552,-0.15694784,1,1.30384931,0.218953382,0.875560759,1.166834846,0.042298765,1,0.8735639,-0.385364062,1
ENSG00000249242,TMEM150C,3.652680156,0.056591057,0.970495525,2.959227409,-0.339757139,0.378060178,1.135536998,-1.787677053,2.22E-07,1.953311182,-0.890671867,1,2.440974871,-0.585979252,0.548130306,4.863318406,0.484128395,1,10.88714174,1.887288927,1.54E-09,3.099405059,-0.208927083,1,2.462437369,-0.547568724,1
ENSG00000141522,ARHGDIA,3.203441705,0.055873482,0.971217425,2.711898464,-0.260284303,0.567642611,3.27620739,0.082404568,0.958693721,3.832713292,0.305933826,1,3.394617383,0.134108242,1,2.988812915,-0.066805311,1,2.605191217,-0.280059024,0.918630057,2.643610197,-0.250789455,1,5.361656688,0.808988597,1
ENSG00000089248,ERP29,1.462558265,0.056278578,0.972748408,1.464948367,0.056133469,1,1.510630509,0.099764223,0.921015807,1.303967194,-0.131817997,1,1.301415814,-0.140925422,1,1.146794521,-0.329016408,1,1.419189826,-0.004658395,1,1.230646126,-0.218813803,1,1.633184682,0.20255444,1
ENSG00000148248,SURF4,1.137620378,0.055248824,0.978583352,1.195423234,0.148346344,0.804560083,0.984620468,-0.193239958,0.829822112,1.024168566,-0.116608212,1,1.297041307,0.252025464,0.943805545,0.909638713,-0.299182647,1,0.972872177,-0.200933652,1,1.098465616,-0.012363639,1,0.930535458,-0.257210772,1
ENSG00000130175,PRKCSH,1.071416816,0.054473701,0.981839525,0.955228778,-0.165712147,0.793906278,1.19268015,0.224933088,0.58159441,1.251175,0.271929493,1,1.207363915,0.232748338,0.984593302,0.94212581,-0.155411574,1,0.744698548,-0.519077695,0.674477339,0.802198956,-0.39193835,1,1.392638101,0.429770986,1
ENSG00000159176,CSRP1,1.124784993,0.053663458,0.982721292,0.841076957,-0.485624275,0.132804896,1.32894459,0.325932725,0.403252548,1.599603481,0.568898307,1,0.962391526,-0.20365402,1,1.15004323,0.074128773,1,1.083197888,-0.017854406,1,0.824988699,-0.423432236,1,1.924372648,0.843425625,1
ENSG00000160867,FGFR4,0.339799911,0.050005721,0.983227938,0.188667593,-0.998532041,0.000547552,0.167033829,-1.085298631,0.005176478,0.295636287,-0.154780461,1,0.192478305,-0.830488986,0.316392257,0.432078389,0.414803739,1,1.145882951,2.119532689,8.31E-12,0.136738458,-1.275600915,1,0.57604576,0.836248343,1
ENSG00000100902,PSMA6,3.091300979,0.051883563,0.983746553,3.666334521,0.387725699,0.221020556,2.00733637,-0.65836463,0.07584931,2.016661815,-0.600884565,1,3.038095068,0.01129348,1,2.894600334,-0.064230536,1,2.870975884,-0.077436308,1,3.641800944,0.282399365,1,2.240881308,-0.44355438,1
ENSG00000258289,CHURC1,1.590236561,0.052185986,0.984190757,1.70276466,0.182345991,0.714898093,1.201471404,-0.416159076,0.363877618,1.061123102,-0.564065894,1,1.533264681,-0.017953097,1,1.624354845,0.070512828,1,1.705033713,0.14850583,0.974897901,1.891548676,0.298716329,1,1.076129441,-0.540635893,1
ENSG00000198888,MT-ND1,23.91772534,0.049971721,0.986954342,11.34383719,-1.263166876,5.57E-07,20.93051099,-0.180812636,0.792453393,46.9956112,1.060058592,0.42462159,10.03949342,-1.296949876,0.008761145,71.86145835,1.823039075,5.98E-06,24.85086636,0.095779315,1,27.47531426,0.24128881,1,29.85942691,0.360241483,1
ENSG00000170004,CHD3,1.498362231,0.049613959,0.990517869,1.314331381,-0.200359402,0.711811172,1.5252826,0.069941488,0.990848604,1.652395676,0.180783903,1,1.240172717,-0.259177925,1,1.286489037,-0.196521183,1,1.900611109,0.413537051,0.565364527,0.952611261,-0.639848348,1,2.386475291,0.730761557,1
ENSG00000221869,CEBPD,1.698324008,0.049052509,0.992994643,2.126870383,0.497888481,0.080094367,2.016127625,0.329915356,0.393256914,1.119194515,-0.585138738,1,1.821982139,0.149052046,1,0.665985487,-1.366908077,0.452851358,0.664461667,-1.387656312,0.022468123,1.262551767,-0.409249298,1,1.139431173,-0.556011911,1
ENSG00000053371,AKR7A2,0.9086101,0.018217548,1,0.898152868,-0.004907524,1,0.843960401,-0.106961851,1,0.828837448,-0.122488131,1,0.80709653,-0.171764864,1,0.854410649,-0.079724997,1,1.063138668,0.261284192,0.810898999,0.647228703,-0.490851729,1,1.474930352,0.738266264,1
ENSG00000162545,CAMK2N1,0.875508319,0.026384459,1,0.844247841,-0.04436048,1,0.486449398,-0.920090335,0.01369814,0.62294789,-0.483051548,1,0.826781811,-0.069367154,1,1.127302263,0.410967919,1,1.519485926,0.907560509,0.04542166,0.98907485,0.203982857,1,0.607696626,-0.515735093,1
ENSG00000070831,CDC42,1.553081501,0.017069236,1,1.51647523,-0.029466977,1,1.70550331,0.170468924,0.752413894,1.156149051,-0.428080392,1,1.596695032,0.05636903,1,1.705572587,0.155478628,1,1.379071385,-0.172604371,1,1.467659454,-0.074310042,1,1.367317408,-0.178929939,1
ENSG00000090273,NUDC,1.222063695,0.020465013,1,1.368236407,0.239963663,0.580492807,0.99634214,-0.318219621,0.545268903,1.055843882,-0.203619368,1,1.286105039,0.096568907,1,0.958369359,-0.354683486,1,1.128331133,-0.108965772,1,1.31724715,0.127026942,1,1.259704464,0.058465633,1
ENSG00000084623,EIF3I,1.085603294,0.025912371,1,1.147067255,0.130988962,0.850706031,0.879125418,-0.324619816,0.535941028,0.8974673,-0.264142704,1,1.091439481,0.028527179,1,1.042835811,-0.042169532,1,1.175971781,0.145101417,0.988482646,1.239762024,0.218863439,1,0.886224246,-0.280982678,1
ENSG00000197982,C1orf122,1.715212672,0.029286282,1,1.745571593,0.061290135,1,1.774368135,0.080089786,0.964749218,1.668233334,-0.022717797,1,1.596695032,-0.091124228,1,1.413188715,-0.274634689,1,1.399130605,-0.294467931,0.969349462,1.476775352,-0.205024348,1,2.525739101,0.596646632,1
ENSG00000117450,PRDX1,4.901090166,0.022754066,1,6.221274232,0.49919848,0.073043413,4.172915316,-0.247116009,0.642377252,3.051388819,-0.692228963,1,4.811957631,-0.01318516,1,3.635306143,-0.440366901,1,3.302249117,-0.59343824,0.486493215,5.774920896,0.260376925,1,3.449944386,-0.509321769,1
ENSG00000265241,RBM8A,0.957924997,0.03527509,1,1.047184411,0.206971294,0.661801754,0.855682073,-0.157367625,0.9032211,0.707415401,-0.422810521,1,0.942706245,0.002302843,1,0.779690326,-0.286316914,1,0.882605687,-0.100175435,1,1.089349719,0.220082447,1,0.848243207,-0.153291063,1
ENSG00000197956,S100A6,23.19961936,0.015032224,1,18.37051593,-0.417818741,0.217461234,23.37301444,0.023486286,1,29.03570676,0.342214685,1,48.46078785,1.23515951,0.000301128,16.31826877,-0.527059453,1,7.853184689,-1.632103232,0.001876713,20.76601389,-0.161016688,1,30.63803822,0.418956515,1
ENSG00000160714,UBE2Q1,1.249761104,0.040452181,1,1.416592387,0.284297064,0.458955925,0.697439498,-0.903547282,0.014334905,0.765486815,-0.696518994,1,1.539826442,0.365405022,0.742002761,1.179281618,-0.0590105,1,1.298834505,0.090901644,1,1.572492273,0.376178158,1,0.803931995,-0.621026122,1
ENSG00000179085,DPM3,1.658466762,0.04648164,1,1.430861364,-0.233774389,0.629176941,1.46520903,-0.16711959,0.8372475,2.043057912,0.344674887,1,1.767300803,0.136342053,1,1.439178393,-0.182997137,1,1.905625914,0.253378987,0.81378309,1.235204075,-0.408262433,1,2.696653777,0.759451594,1
ENSG00000163041,H3F3A,13.99799991,0.04426624,1,16.26346358,0.338016206,0.31332517,7.512126694,-0.96376348,0.004936853,6.604303483,-1.086332309,0.938221579,12.69700638,-0.121729394,1,15.52558361,0.189437508,1,18.28648657,0.455386687,0.543940949,18.4414601,0.446009672,1,6.627691325,-1.077647214,1
